category,file_path,role,skills,education
HR,data/HR/27847081.pdf,HR SPECIALIST/ HORIZONTAL ENGINEER,"and attention to
detail with accuracy.
Skills
Word, Excel, PowerPoint, Outlook,
Relevant Coursework
Theories of Human Communication
Oral Communication
Customer Service Oriented
Resolves Customer Problems
Detail-Oriented
Oral Communication and Writing Skills
Employee relations
Manager coaching and training
Payroll expertise
Works well in group setting
Interpersonal Skills Staffing and recruiting
professional
Project management
Budget management
Purchasing
Excellent time management
Proficient in MS Office
Fast learner
Performance management strategies
Treats people with respect; keeps commitments; inspires the trust of others; works
with integrity
Multi-Tasking Ability
Ability to Learn Quickly
Time Management","Bachelor of Science
 
: 
Business Administrattion
 
, 
2018
 
Grantham University
 
- 
City
 
GPA: 3.7
Coursework in Speech and Communication, Sociology and Psychology
Coursework in Professional Prospecting"
HR,data/HR/20417897.pdf,EXECUTIVE ASSISTANT HR,"accountant, administrative support, benefits, billing, brochures, budget, bi, charts, contracts, copying, clients, documentation, Drafting, Engineer,
senior management, finance, forms, Human Resource, Human Resources, HR, insurance, letters, Lotus Notes, Director, managing, materials,
meetings, Access, Excel, office, PowerPoint, Word, Oracle, organizing, payroll, personnel, policies, purchasing, quality control, Recruiting,
research, Safety, SAP, scanning, seminars, shipping, Six Sigma, SOP, Staffing, tax, transportation, utilities","Master of Business Administration
 
2011
 
Centenary College
 
City
 
, 
State
Bachelor of Science
 
: 
Business Administration
 
2009
 
Business Administration"
HR,data/HR/39650734.pdf,HR ASSISTANT,"Human Resource Management Skills:
Employment Law
HR Policies & Procedures
Training & Development Â  Â 
Performance Management
Employee Relations and Mediation
Benefits Administration Â  Â 
Orientation & On-Boarding
Organizational Development
Staff Life cycleÂ 
Computer Skills:
HRIS applications (PeopleSoft Enterprise Human Resources)
MS Office (Word, Excel, PowerPoint, Access, Outlook)
E-Mailing tools-MS Outlook, Windows Outlook, Yahoo and Google Â  Â 
Networking Skills- Job boards and Networking sitesÂ 
Soft Skills:
Professional communication skills and interpersonal skills Â 
Bilingual Thai & English
Excellent adaptability in new environments Â 
Hard working, flexible and reliable
Honest & Polite Â 
Shape decision making
Excellent customer service skills
Creative","Bachelor of Arts
 
:
 
Humanities/English
 
2007
 
THE UNIVERSITY OF THAI CHAMBER OF COMMERCE
 
, 
City
 
, 
Thailand
Humanities/English Excelled in Language And Culture, Transportation Management, Critical Reading, Article Writing and Advanced Technical
Reading. Â  Â  Â  Â 
â€‹
Master of Science
 
:
 
Human Resource Management
 
2014
 
STRAYER UNIVERSITY
 
, 
City
 
, 
State
 
, 
USA
Human Resource Management magna cum laude 3.64
Excelled in Human Resources Law, Management, Ethical, HR Information Systems (HRIS) and Strategic Management
Registered for Professional in Human Resources (aPHR) Certification
HR Designations: Registering for aPHR (Professional in Human Resources) exam
Expect to complete aPHR certification in 2017
Professional Affiliations
Enrolling in ongoing training in the areas of compensation and benefits, employee and labor relations, leaves of absence, workers'
compensation, workplace safety/security and OSHA
Member of Society for Human Resource Management (SHRM)"
HR,data/HR/34740556.pdf,SENIOR HR BUSINESS PARTNER,"Employment Law
FMLA/ADA/EEO/WC
HR Policies & Procedures *Staff Recruitment & Retention
Employee Relations
Benefits Administration *Orientation & On-Boarding
Training & Development
Organizational Development
MS Office (Word, Excel, PowerPoint, Access, Outlook)","Bachelor of Science (BS)
 
: 
Business Administration
 
, 
2008
 
UNIVERSITY OF SOUTHERN MISSISSIPPI
 
ï¼​ 
City
 
, 
State
 
Business
Administration Activities: Worked 40+ hours per week concurrently during college as a mechanic for Howard Transportation.
Professional Affiliations
Complete ongoing training in the areas of compensation and benefits, employee and labor relations, leaves of absence, workers' compensation and
workplace safety/security."
HR,data/HR/11480899.pdf,HR MANAGER,.,"Master of Public Administration
 
2012
 
National Institute of Development Administration (NIDA)
Comprehensive English Course under Cultural Exchange Program
 
2007
 
City
 
, 
State
 
, 
USA
Bachelor of Education
 
2002
 
Chulalongkorn University"
HR,data/HR/14256329.pdf,HR SERVICES REPRESENTATIVE,". Very capable with an ability deal with all the recruitment/processing needs
of the organization.","2019BSc
 
: 
Human Resource Management
 
University College of the Caribbean
 
ï¼​ 
City
 
Jamaica
Human Resource Management (Pending)
2009
Select One
 
: 
General
 
St. Jago High School
 
ï¼​ 
City
 
, 
State
 
, 
Jamaica
 
7 CSEC (CXC) Subjects
Professional Affiliations
The Jamaica National Building Society - Teller/Customer Service Representative"
HR,data/HR/13879043.pdf,HR CONSULTING,"benefits, budget, client, delivery, hiring, Human Resource, HR, Insurance, Leadership, People Management, Managerial, Managing, market,
Mentor, MIS, negotiations, networking, Internet research, optimization, Organization Development, payroll, Performance Management,
philosophy, policies, processes, promotion, Recruitment, recruiting, seminars, strategic","2007MBA
 
: 
Human Resource Management
 
KIMS University Karnataka University
 
Human Resource Management
2005
Bachelors of Commerce
 
BNDC University : Karnataka University
Masters of Business Administration"
HR,data/HR/57667857.pdf,HR CONSULTANT,"Recruiting and selection techniques
National Human Resources Association
Talent assessments
Hiring recommendations
Background checks
Training and development
Hiring and retention
Compensation/payroll
Employee relations
Regulatory compliance
Affirmative Action compliance
New hire orientation
Mediation expertise
Exceptional interpersonal skills
PeopleFluent/Taleo expert",", orjob"
HR,data/HR/22323967.pdf,"HR SPECIALIST, US HR OPERATIONS","Adobe Photoshop, ADP, Asset Management, branding, brochures, content, Customer Care, Final Cut Pro, graphics, graphic, HR, Illustrator,
InDesign, Innovation, inventory, Lotus Notes, marketing, marketing materials, marketing material, materials, Microsoft Office, SharePoint,
newsletter, presentations, process improvement, Project Management, promotional materials, publications, Quality, real-time, Recruitment,
reporting, RFP, sales, stories, Employee Development, video, web design, website, articles","2014
Master of Arts
 
: 
Corporate Communication & Public Relations
 
Sacred Heart University
 
ï¼​ 
City
 
, 
State
2013
Bachelor of Arts
 
: 
Relational Communication
 
Western Connecticut State University
 
ï¼​ 
City
 
, 
State"
HR,data/HR/18731098.pdf,SENIOR HR MANAGER,". Human Resources Process & Project
Management Team Training & Development Staff Recruiting & Retention Organizational Optimization Benefits & Payroll Administration Policy &
Procedure Development Administrative Management
Skills","Master of Science
 
: 
Health Administration
 
, 
5 2011
 
California State University Northridge
 
- 
City
 
, 
State
 
GPA: 
GPA: 3.85/4.00
Health Administration GPA: 3.85/4.00
Bachelors of Arts Degree
 
: 
5 2008
 
UCLA
 
- 
Certificate in Human Resources Management to be completed 6/2015
 
:
Affiliations
Society of Human Resources Management (SHRM)"
HR,data/HR/18084150.pdf,SR. HR GENERALIST,"ADP, Benefits, budget, databases, employee relations, special events, senior management, General Manager, hiring, HRIS, insurance, Kronos,
labor relations, Lawson, leadership, managing, Medical Manager, meetings, Access, Excel, MS Office, Outlook, PowerPoint, 2000, Word,
newsletter, Oracle, organizational development, payroll, PeopleSoft, performance reviews, personnel, policies, Progress, QuickBooks, record
keeping, recruiting, reporting, retail, safety, teamwork, troubleshoot","Master of Science
 
: 
Industrial/Organization Psych
 
2012
 
University of Phoenix
 
City
 
, 
State
Industrial/Organization Psych
BA
 
: 
Business Administration Human Resources Management
 
2009
 
Interamerican University of Puerto Rico
 
City
 
, 
State
Business Administration Human Resources Management"
HR,data/HR/14225422.pdf,HR MANAGER/GENERALIST,"ADP payroll, Attorney, benefits, billing, billings, Ceridian, charts, coaching, competitive, contract negotiations, counseling, employee relations,
features, forms, HRIS, HR, insurance, law, management reporting, office, organizational, Payroll, performance reviews, personnel, policies, power
supply, proposal, recruiting, recruitment, research, Safety, staffing, vision","Master of Science Degree
 
: 
Industrial Psychology
 
Continuing education and training on an on-going basis in employment related subjects, OSHA
10-hour training, Wellness Program coordination, PHR designation Industrial Psychology
Bachelor of Arts Degree
 
: 
Psychology
 
Psychology"
HR,data/HR/18827609.pdf,HR ASSOCIATE,"Recruiting
Onboarding
Project Management
Event Planning
Employee Relations
Teamwork/Collaboration
Training and Development
Public Speaking
Social Media Marketing
ADP
Workday
Microsoft Office Suite
ADP
Benefits
Branding
Budget
Oral communication
Competitive
Email
Employee Relations
Event Planning
Focus
Hiring
HRIS
HR
Leadership
Marketing
MS Excel
Microsoft Office Suite
Product manager
Project Management
Public Speaking
Recruiting
Recruitment
Researching
Strategy
Teamwork
Workshops
Written","Bachelor of Science
 
: 
Business Administration â€“ Human Resource Management, Psychology
 
, 
05/2018
 
North Carolina State University
 
- 
City
 
, 
State
 
Graduated Summa Cum Laude, GPA: 3.9"
HR,data/HR/21265194.pdf,HR PARTNER,"Title VII
ADA
Mid - Senior level Coaching/ConsultationEmployee Relations
Partner with Senior management and Function management
HR Policy Interpretation
Presentation/Facilitation
Collaboration/Partnering skills
Relationship Building skills","Masters of Arts
 
: 
Counseling
 
, 
May, 2004
 
Webster University
 
ï¼​ 
City
 
, 
State
 
, 
USA
Counseling
Bachelor of Science
 
: 
Psychology
 
, 
December, 2001
 
University of Houston
 
ï¼​ 
City
 
, 
State
 
, 
USA
 
GPA: 
Dean's List
Psychology Dean's List"
HR,data/HR/23914451.pdf,HR GENERALIST,"Associate Relations, Audits, Asset Protection, Coaching, EEOC Responses, Succession Planning, Terminations, Customer Service, Retail Sales,
Cash Controls, Bookkeeping, Time Management, Budgets, Lotus Notes, Bakery, Merchandising, Ordering, Sales, Sanitation, Scheduling, Budget
Preparation, Conflict Management, Employment Law, Expense Control, Internal Investigations, On-line Learning, Problem Solving, Project
Management, Quick Books, Recruiting, Retail Marketing, Self Motivated, Strategic Planning, Team Building, Training","Bachelor Of Science
 
: 
Wildlife and Fisheries Science
 
Pennsylvania State University
 
- 
City
 
, 
State
 
, 
United States
Certifications
Senior Professional in Human Resources (SPHR)
www.youracclaim.com/badges/4573892b-8bf5-4df5-a4b5-eb2df76c4a43"
HR,data/HR/19179079.pdf,RECRUITING AND HR MANAGER,"Pro-active and creative sourcing strategies
Full life-cycle recruiting
Infor Talent Management
Thrive in a fast paced environment
Knowledge of EEO/AA regulations",", software, and consulting services to leading manufacturing corporations
worldwide and considered the leader in Demand Flow Technology.
Responsible for the recruitment of"
HR,data/HR/18155310.pdf,HR COORDINATOR,"toward diplomatically addressing, troubleshooting and resolving
customer issues
Started not-for-profit Animal Rescue Organization where I maintained all functions of the Animal Shelter office, including but not limited to,
assisting the public with animal intake, adoptions, redemptions, and animal licenses.
Office Manager
 
Jan 2003
 
to 
Jan 2009
 
Company Name
 
ï¼​ 
City
 
, 
State
Established rental rate by surveying local rental rates; calculating overhead costs, depreciation, taxes, and profit goals.
Attracted tenants by advertising vacancies; obtaining referrals from current tenants; explaining advantages of location and services; showing
units.
Accomplished financial objectives by collecting rents; paying bills; forecasting requirements; preparing an annual budget; scheduling
expenditures; analyzing variances; initiating corrective action.
Achieved financial solvency through cost reduction and implementing systems to achieve 0% rent delinquency
Maintain building systems by contracting for maintenance services; supervising repairs.
Created positive, welcoming, supportive environment for residents, visitors, and property associates
Filed court documents for eviction and attends scheduled court hearings as Landlord's representative
Prepared reports by collecting, analyzing, and summarizing data and trends.
Updated job knowledge by participating in","al opportunities; reading professional publications; maintaining personal networks;
participating in professional organizations.
Accomplished organization goals by accepting ownership for accomplishing new and different requests; exploring opportunities to add valueto job"
